"Tool Index (tool_index)","Preset Name (preset_name)","Type (tool_type)","Description (tool_description)","Diameter (tool_diameter)","Number (tool_number)","Unit (tool_unit)","Holder Description (holder_description)","Holder Product ID (holder_productId)","Holder Product Link (holder_productLink)","Holder Vendor (holder_vendor)","Abrasive Flow Rate (tool_abrasiveFlowRate)","Size (tool_adaptiveItemSize)","Orientation (tool_angle)","Tool Assembly Gauge Length (tool_assemblyGaugeLength)","Assist Gas (tool_assistGas)","Axial Distance (tool_axialDistance)","Bead Width (tool_beadWidth)","Tool Block Size (tool_block_adaptiveItemSize)","Tool Block Comment (tool_block_comment)","Tool Block Description (tool_block_description)","Tool Block Half Index (tool_block_isHalfIndex)","Tool Block Live (tool_block_live)","Tool Block Connection Type (tool_block_machineSideConnectionType)","Tool Block Maximum RPM (tool_block_maximumRotationalSpeed)","Tool Block Attachment points (tool_block_numberOfAttachmentPoints)","Tool Block Number of Tools (tool_block_numberOfTools)","Tool Block Orientation (tool_block_orientationType)","Tool Block Product ID (tool_block_productId)","Tool Block Product Link (tool_block_productLink)","Tool Block Station Number (tool_block_stationNumber)","Tool Block Vendor (tool_block_vendor)","Body Length (tool_bodyLength)","Break Control (tool_breakControl)","Chamfer Angle (tool_chamferAngle)","Chamfer Width (tool_chamferWidth)","Clamping (tool_clamping)","Clockwise Spindle Rotation (tool_clockwise)","Comment (tool_comment)","Compensation (tool_compensation)","Compensation Offset (tool_compensationOffset)","Coolant (tool_coolant)","Coolant Support (tool_coolantSupport)","Corner Radius (tool_cornerRadius)","Cross Section (tool_crossSection)","Cut Height (tool_cutHeight)","Cut Power (tool_cutPower)","Cutting Width (tool_cuttingWidth)","Auxiliary Gas Flow Rate (tool_depositingAuxiliaryGasFlowRate)","Carrier Gas Flow Rate (tool_depositingCarrierGasFlowRate)","Current (tool_depositingCurrent)","Power (tool_depositingPower)","Shield Gas Flow Rate (tool_depositingShieldGasFlowRate)","Voltage (tool_depositingVoltage)","Depth of Cut (tool_depthOfCut)","Diameter Offset (tool_diameterOffset)","End Angle (tool_endAngle)","End Cutting (tool_endCutting)","Cutting Feedrate (tool_feedCutting)","Cutting Feed per Revolution (tool_feedCuttingRel)","Depositing Feedrate (tool_feedDepositing)","Lead-In Feedrate (tool_feedEntry)","Lead-In Feed per Revolution (tool_feedEntryRel)","Lead-Out Feedrate (tool_feedExit)","Lead-Out Feed per Revolution (tool_feedExitRel)","Plunge Feed per Revolution (tool_feedPerRevolution)","Feed per Tooth (tool_feedPerTooth)","Plunge Feedrate (tool_feedPlunge)","Link Feedrate (tool_feedProbeLink)","Measure Feedrate (tool_feedProbeMeasure)","Ramp Feedrate (tool_feedRamp)","Retract Feedrate (tool_feedRetract)","Retract Feed per Revolution (tool_feedRetractPerRevolution)","Transition Feedrate (tool_feedTransition)","Wire Feedrate (tool_feedWire)","Flute Length (tool_fluteLength)","Use Opposite Edge (tool_grooveCompOppositeEdge)","Groove Width (tool_grooveWidth)","Hand (tool_hand)","Head Clearance (tool_headClearance)","Head Length (tool_headLength)","Tool Holder Gauge Length (tool_holderGaugeLength)","Head Length (tool_holderHeadLength)","Overall Length (tool_holderOverallLength)","Style (tool_holderType)","Angle (tool_insertAngle)","Insert size (tool_insertSize)","Size specified by (tool_insertSizeSpecificationMode)","Shape (tool_insertType)","Width (tool_insertWidth)","Internal Thread (tool_internalThread)","Half Index (tool_isHalfIndex)","Kerf Width (tool_kerfWidth)","Layer Thickness (tool_layerThickness)","Leading Angle (tool_leadingAngle)","Trailing edge length (tool_lengthNonCuttingEdge)","Length Offset (tool_lengthOffset)","Live Tool (tool_live)","Lower Radius (tool_lowerRadius)","Quality Control (tool_machineQualityControl)","Connection Type (tool_machineSideConnectionType)","Manual Tool Change (tool_manualToolChange)","Material (tool_material)","Maximum Diameter (tool_maximumCuttingDiameter)","Maximum RPM (tool_maximumRotationalSpeed)","Maximum Thread Pitch (tool_maximumThreadPitch)","Minimum Thread Pitch (tool_minimumThreadPitch)","Nozzle Diameter (tool_nozzleDiameter)","Attachment points (tool_numberOfAttachmentPoints)","Number of Flutes (tool_numberOfFlutes)","Number of Teeth (tool_numberOfTeeth)","Number of Tools (tool_numberOfTools)","Orientation (tool_orientationType)","Overall Length (tool_overallLength)","Pierce Height (tool_pierceHeight)","Pierce Power (tool_piercePower)","Pierce Time (tool_pierceTime)","Powder Flow Rate (tool_powderFlowRate)","Filter by Type (tool_presetMaterialCategory)","Maximum hardness (tool_presetMaterialMaximumHardness)","Minimum hardness (tool_presetMaterialMinimumHardness)","Filter by Search (tool_presetMaterialQuery)","Filter by hardness (tool_presetMaterialUseHardness)","Preset Program Number (tool_presetProgram)","Pressure (tool_pressure)","Product ID (tool_productId)","Product Link (tool_productLink)","Profile Radius (tool_profileRadius)","Ramp Angle (tool_rampAngle)","Ramp Spindle Speed (tool_rampSpindleSpeed)","Relief Angle (tool_reliefAngle)","Round Shank (tool_roundShank)","Flip (tool_shaftAxisAngle)","Shaft Diameter (tool_shaftDiameter)","Shank Height (tool_shankHeight)","Shank Width (tool_shankWidth)","Shoulder Diameter (tool_shoulderDiameter)","Shoulder Length (tool_shoulderLength)","Side Angle (tool_sideAngle)","Side Cutting (tool_sideCutting)","Spindle Speed (tool_spindleSpeed)","Stand-off Distance (tool_standoffDistance)","Station Number (tool_stationNumber)","Stepdown (tool_stepdown)","Stepover (tool_stepover)","Surface Speed (tool_surfaceSpeed)","Taper Angle (tool_taperAngle)","Tapered Type (tool_taperedType)","Thickness (tool_thickness)","Thread Pitch (tool_threadPitch)","Thread Profile Angle (tool_threadProfileAngle)","Thread Tip Radius (tool_threadTipRadius)","Thread Tip Type (tool_threadTipType)","Thread Tip Width (tool_threadTipWidth)","Tip Angle (tool_tipAngle)","Tip Diameter (tool_tipDiameter)","Tip Length (tool_tipLength)","Tip Offset (tool_tipOffset)","Tolerance (tool_tolerance)","Trailing Angle (tool_trailingAngle)","Turret (tool_turret)","Upper Radius (tool_upperRadius)","Use Constant Surface Speed (tool_useConstantSurfaceSpeed)","Use Feed per Revolution (tool_useFeedPerRevolution)","Vendor (tool_vendor)","Use Depth of Cut (use_tool_depthOfCut)","Use Preset Program Number (use_tool_presetProgram)","Use Stepdown (use_tool_stepdown)","Use Stepover (use_tool_stepover)","Shaft Segments (shaft_segments)","Holder Segments (holder_segments)","Tool Library Version (tool_library_version)","CSV_TOOLS_VERSION_1"
1,Ductile Iron (K) Trochoidal,bull nose end mill,"1/2"" .875 LOC .03R",0.5,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,disabled,no,0.08,,,,,,,,,,,,4,,,285.305,0.056811,,68.7549,,68.7549,,0.0261799,0.009469,100,,,50,,,68.7549,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,5022,,,0.5906,0.04,657,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
1,Ductile Iron (K) Slot,bull nose end mill,"1/2"" .875 LOC .03R",0.5,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,disabled,no,0.08,,,,,,,,,,,,4,,,105.3276,0.039331,,68.7549,,68.7549,,0.0261799,0.006555,100,,,50,,,68.7549,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,2678,,,0.1654,0.5,351,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
1,Ductile Iron (K) Ramp,bull nose end mill,"1/2"" .875 LOC .03R",0.5,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,disabled,no,0.08,,,,,,,,,,,,4,,,51.1955,0.02185,,68.7549,,68.7549,,0.0261799,0.003642,100,,,50,,,68.7549,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,2343,,,0.2362,0.25,307,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
1,Ductile Iron (K) Semi,bull nose end mill,"1/2"" .875 LOC .03R",0.5,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,disabled,no,0.08,,,,,,,,,,,,4,,,114.4533,0.031417,,68.7549,,68.7549,,0.0261799,0.005236,100,,,50,,,68.7549,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,3643,,,0.0984,0.3,477,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
1,Ductile Iron (K) Finish,bull nose end mill,"1/2"" .875 LOC .03R",0.5,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,air,no,0.08,,,,,,,,,,,,4,,,95.8387,0.024331,,68.7549,,68.7549,,0.0261799,0.004055,100,,,50,,,68.7549,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,3939,,,0.0197,0.3748,516,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
1,Ductile Iron (K) HSM,bull nose end mill,"1/2"" .875 LOC .03R",0.5,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,air,no,0.08,,,,,,,,,,,,4,,,124.5732,0.024331,,68.7549,,68.7549,,0.0261799,0.004055,100,,,50,,,68.7549,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,5120,,,0.0098,0.25,670,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Gray Iron (K) Rough,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,186.2091,0.043701,,22.9183,,22.9183,,0.01309,0.007283,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,4261,,,0.2362,0.25,558,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Gray Iron (K) HEM Adaptive,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,312.8102,0.052441,,22.9183,,22.9183,,0.01309,0.00874,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,5965,,,0.4724,0.05,781,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Gray Iron (K) Trochoidal,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,363.0793,0.056811,,22.9183,,22.9183,,0.01309,0.009469,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,6391,,,0.5906,0.04,837,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Gray Iron (K) Slot,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,134.0784,0.039331,,22.9183,,22.9183,,0.01309,0.006555,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,3409,,,0.1654,0.5,446,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Gray Iron (K) Ramp,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,65.1797,0.02185,,22.9183,,22.9183,,0.01309,0.003642,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,2983,,,0.2362,0.25,390,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Gray Iron (K) Semi,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,145.6821,0.031417,,22.9183,,22.9183,,0.01309,0.005236,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,4637,,,0.0984,0.3,607,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Gray Iron (K) Finish,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,air,no,0.08,,,,,,,,,,,,5,,,121.9698,0.024331,,22.9183,,22.9183,,0.01309,0.004055,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,5013,,,0.0197,0.3748,656,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Gray Iron (K) HSM,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,air,no,0.08,,,,,,,,,,,,5,,,158.5632,0.024331,,22.9183,,22.9183,,0.01309,0.004055,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,6517,,,0.0098,0.25,853,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Ductile Iron (K) Rough,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,146.3102,0.043701,,22.9183,,22.9183,,0.01309,0.007283,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,3348,,,0.2362,0.25,438,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Ductile Iron (K) HEM Adaptive,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,245.7907,0.052441,,22.9183,,22.9183,,0.01309,0.00874,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,4687,,,0.4724,0.05,614,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Ductile Iron (K) Trochoidal,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,285.305,0.056811,,22.9183,,22.9183,,0.01309,0.009469,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,5022,,,0.5906,0.04,657,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Ductile Iron (K) Slot,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,105.3276,0.039331,,22.9183,,22.9183,,0.01309,0.006555,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,2678,,,0.1654,0.5,351,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Ductile Iron (K) Ramp,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,51.1955,0.02185,,22.9183,,22.9183,,0.01309,0.003642,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,2343,,,0.2362,0.25,307,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Ductile Iron (K) Semi,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,disabled,no,0.08,,,,,,,,,,,,5,,,114.4533,0.031417,,22.9183,,22.9183,,0.01309,0.005236,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,3643,,,0.0984,0.3,477,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Ductile Iron (K) Finish,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,air,no,0.08,,,,,,,,,,,,5,,,95.8387,0.024331,,22.9183,,22.9183,,0.01309,0.004055,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,3939,,,0.0197,0.3748,516,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
2,Ductile Iron (K) HSM,bull nose end mill,"1/2"" .875 LOC .03R",0.5,5,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,5,air,no,0.08,,,,,,,,,,,,5,,,124.5732,0.024331,,22.9183,,22.9183,,0.01309,0.004055,50,,,50,,,22.9183,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,5,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,320,160,,true,,,,,,2,3819.72,,,,0.5,,,0.5,1,,,5120,,,0.0098,0.25,670,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
3,Gray Iron (K) Rough,bull nose end mill,"1/2"" .875 LOC .03R",0.25,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,disabled,no,0.03,,,,,,,,,,,,4,,,223.4509,0.02622,,110.008,,110.008,,0.0163625,0.00437,100,,,50,,,110.008,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,6111.55,,,,0.25,,,0.25,1,,,8522,,,0.2362,0.1252,558,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
3,Gray Iron (K) HEM Adaptive,bull nose end mill,"1/2"" .875 LOC .03R",0.25,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,disabled,no,0.03,,,,,,,,,,,,4,,,375.3723,0.031465,,110.008,,110.008,,0.0163625,0.005244,100,,,50,,,110.008,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,6111.55,,,,0.25,,,0.25,1,,,11930,,,0.4724,0.025,781,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
3,Gray Iron (K) Trochoidal,bull nose end mill,"1/2"" .875 LOC .03R",0.25,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,disabled,no,0.03,,,,,,,,,,,,4,,,435.7292,0.034087,,110.008,,110.008,,0.0163625,0.005681,100,,,50,,,110.008,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,6111.55,,,,0.25,,,0.25,1,,,12783,,,0.5906,0.02,837,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
3,Gray Iron (K) Slot,bull nose end mill,"1/2"" .875 LOC .03R",0.25,4,inches,REGO-FIX CAPTO C6 PG25 X 120MM,,,REGO-FIX,,,,5.99441,,,,,,,,,,,,,,,,,,1.27,false,,,,true,,,4,disabled,no,0.03,,,,,,,,,,,,4,,,160.8705,0.023598,,110.008,,110.008,,0.0163625,0.003933,100,,,50,,,110.008,,0.875,,,,,,4.72441,,,,,,,,,,,,,,,4,true,,,,false,ti coated,,,,,,,6,,,,2,,,,,cast iron,300,150,,true,,,,,,2,6111.55,,,,0.25,,,0.25,1,,,6817,,,0.125,0.25,446,,,,,,,,,,,,,,,0,,,,,,,true,true,,H0.236220 U1.299213 L1.299213; H3.132677 U1.574803 L1.574803; H0.489370 U1.594488 L1.594488; H0.866142 U2.480315 L2.480315,36
